InventoryID,Description,Live Description,Current ItemClass,Live ItemClass,Proposed ItemClass,Warehouses,QtyOnHand Status,Current Vendor,Proposed VendorID,Proposed VendorName,Vendor Confidence,Vendor Match Reason,Spreadsheet VendorID,API Status,AuditStatus
KT04-66.25-SBZ,"Tiburon StyleTherm 1/2"" Thermostatic Shower System with Showerhead and Tub Spout - Satin Bronze","Tiburon StyleTherm 1/2"" Thermostatic Shower System with Showerhead and Tub Spout - Satin Bronze",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000006.,,FOUND,READY
KT13-77.25-BLKN,"Morro Bay StyleTherm 1/2"" Thermostatic Shower System with Showerhead and Handshower on Slide Bar - Black Nickel","Morro Bay StyleTherm 1/2"" Thermostatic Shower System with Showerhead and Handshower on Slide Bar - Black Nickel",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000006,California Faucets,MEDIUM,brand-token STYLETHERM suggests BA0000006 in 5/5 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T14414-4-BN,"Purist Wall Mount Bathroom Sink Faucet Trim With Lever Handles, 1.2 Gpm - Vibrant Brushed Nickel","Purist Wall Mount Bathroom Sink Faucet Trim With Lever Handles, 1.2 Gpm - Vibrant Brushed Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE HARDWARE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T14428-4-BN,Purist Deck Mount Bath Faucet Trim With Lever Handles - Vibrant Brushed Nickel,Purist Deck Mount Bath Faucet Trim With Lever Handles - Vibrant Brushed Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T14429-4-BN,Purist Deck Or Wall Mount Bath Faucet Handle Trim With Lever Design - Vibrant Brushed Nickel,Purist Deck Or Wall Mount Bath Faucet Handle Trim With Lever Design - Vibrant Brushed Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T14501-4-BN,Purist Rite-Temp Valve Trim With Push Button Diverter And Lever Handle - Vibrant Brushed Nickel,Purist Rite-Temp Valve Trim With Push Button Diverter And Lever Handle - Vibrant Brushed Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T35909-3-BN,"Castia By Studio Mcgee Wall Mount Bathroom Sink Faucet Trim, 1.2 Gpm - Vibrant Brushed Nickel","Castia By Studio Mcgee Wall Mount Bathroom Sink Faucet Trim, 1.2 Gpm - Vibrant Brushed Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T72768-3-SN,Artifacts Rite-Temp Valve Trim With Push Button Diverter And Cross Handle - Vibrant Polished Nickel,Artifacts Rite-Temp Valve Trim With Push Button Diverter And Cross Handle - Vibrant Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000749 Standard Plumbing Supply,BA0000749,Standard Plumbing Supply,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000749.,,FOUND,SKIP_QTY_ON_HAND
K-T73133-4-BL,Composed Mastershower Temperature Control Valve Trim With Lever Handle - Matte Black,Composed Mastershower Temperature Control Valve Trim With Lever Handle - Matte Black,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T77984-4-2MB,Components Floor Mount Bath Filler Trim With Lever Handles And Handshower - Vibrant Brushed Moderne Brass,Components Floor Mount Bath Filler Trim With Lever Handles And Handshower - Vibrant Brushed Moderne Brass,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T78025-8-2MB,Components Mastershower Volume Control Valve Trim With Oyl Handle - Vibrant Brushed Moderne Brass,Components Mastershower Volume Control Valve Trim With Oyl Handle - Vibrant Brushed Moderne Brass,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T78027-8-2MB,Components Mastershower Temperature Control Valve Trim With Oyl Handle - Vibrant Brushed Moderne Brass,Components Mastershower Temperature Control Valve Trim With Oyl Handle - Vibrant Brushed Moderne Brass,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-T97328-4-BV,Purist Floor Mount Bath Filler Trim With Handshower - Vibrant Brushed Bronze,Purist Floor Mount Bath Filler Trim With Handshower - Vibrant Brushed Bronze,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-TLS28127-4-BL,Venza Rite-Temp Bath And Shower Trim Kit Without Showerhead - Matte Black,Venza Rite-Temp Bath And Shower Trim Kit Without Showerhead - Matte Black,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-TS35916-4G-SN,"Kohler Castia By Studio Mcgee Rite-Temp Shower Trim Kit, 1.75 Gpm - Vibrant Polished Nickel","Kohler Castia By Studio Mcgee Rite-Temp Shower Trim Kit, 1.75 Gpm - Vibrant Polished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0003290.,,FOUND,READY
K-TS35916-4Y-SN,"Castia By Studio Mcgee Rite-Temp Shower Trim Kit, 2.5 Gpm - Vibrant Polished Nickel","Castia By Studio Mcgee Rite-Temp Shower Trim Kit, 2.5 Gpm - Vibrant Polished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
K-TS35917-4G-SN,"Kohler Castia By Studio Mcgee Rite-Temp Bath And Shower Trim Kit, 1.75 Gpm - Vibrant Polished Nickel","Kohler Castia By Studio Mcgee Rite-Temp Bath And Shower Trim Kit, 1.75 Gpm - Vibrant Polished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=4,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
KWF210-36,"Kraus Kore Workstation 36"" 16 Gauge Single Bowl Farmhouse Kitchen Sink With Accessories Pack Of 5 - Stainless Steel","Kraus Kore Workstation 36"" 16 Gauge Single Bowl Farmhouse Kitchen Sink With Accessories Pack Of 5 - Stainless Steel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,SKIP_QTY_ON_HAND
KWU110-32,"Kore Workstation 32"" Undermount 16 Gauge Single Bowl Kitchen Sink With Accessories Pack Of 5 - Stainless Steel","Kore Workstation 32"" Undermount 16 Gauge Single Bowl Kitchen Sink With Accessories Pack Of 5 - Stainless Steel",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LBWDM06BKBC,Liv EZ Filtered and Chilled Water Dispenser - Midnight,Liv EZ Filtered and Chilled Water Dispenser - Midnight,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000536 Southwest Plumbing Supply,BA0000536,Southwest Plumbing Supply,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000536.,,FOUND,READY
LD24G1-B,"Waterworks Ludlow 24"" Single Sided Glass Mounted Towel Bar - Brass","Waterworks Ludlow 24"" Single Sided Glass Mounted Towel Bar - Brass",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,READY
LD45G2-N,"Ludlow 18"" Double Sided Glass Mounted Towel Bars - Nickel","Ludlow 18"" Double Sided Glass Mounted Towel Bars - Nickel",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token LUDLOW suggests BA0000008 in 40/40 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
LD65G2-N,"Ludlow 24"" Double Sided Glass Mounted Towel Bar - Nickel","Ludlow 24"" Double Sided Glass Mounted Towel Bar - Nickel",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token LUDLOW suggests BA0000008 in 40/40 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
LDHS01-18B,LDHS01-18B,LDHS01-18B,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LDLS30-12B,Ludlow Gooseneck Lavatory Faucet With Lever Handles - Brass,Ludlow Gooseneck Lavatory Faucet With Lever Handles - Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix LDLS maps to BA0000008 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
LDLS90-12B,Ludlow Wall Mounted Lavatory Faucet With Lever Handles - Brass,Ludlow Wall Mounted Lavatory Faucet With Lever Handles - Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix LDLS maps to BA0000008 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
LDPH01-BUN,Waterworks Ludlow One Arm Paper Holder - Burnished Nickel,Waterworks Ludlow One Arm Paper Holder - Burnished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDPH01-DN,Waterworks Ludlow One Arm Paper Holder - Dark Nickel,Waterworks Ludlow One Arm Paper Holder - Dark Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDPH01-N,Waterworks Ludlow One Arm Paper Holder - Nickel,Waterworks Ludlow One Arm Paper Holder - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDRH01-BUN,Waterworks Ludlow Single Hook - Burnished Nickel,Waterworks Ludlow Single Hook - Burnished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDRH01-DN,Waterworks Ludlow Single Hook - Dark Nickel,Waterworks Ludlow Single Hook - Dark Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDRH15-N,Waterworks Ludlow Single Hook - Nickel,Waterworks Ludlow Single Hook - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
LDTB18-DN,"Waterworks Ludlow 18"" Single Towel Bar - Dark Nickel","Waterworks Ludlow 18"" Single Towel Bar - Dark Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDTB18-N,"Ludlow 18"" Single Towel Bar - Nickel","Ludlow 18"" Single Towel Bar - Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix LDTB maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
LDTB24-BUN,"Waterworks Ludlow 24"" Single Towel Bar - Burnished Nickel","Waterworks Ludlow 24"" Single Towel Bar - Burnished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
LDTH32-B,Ludlow Integrated Thermostatic And Diverter Valve Trim With Lever Handle - Brass,Ludlow Integrated Thermostatic And Diverter Valve Trim With Lever Handle - Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token LUDLOW suggests BA0000008 in 40/40 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
LDTH32-N,Ludlow Integrated Thermostatic And Diverter Valve Trim With Lever Handle - Nickel,Ludlow Integrated Thermostatic And Diverter Valve Trim With Lever Handle - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token LUDLOW suggests BA0000008 in 40/40 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
LDTS80-N,Ludlow Wall Mounted Tub Spout - Nickel,Ludlow Wall Mounted Tub Spout - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token LUDLOW suggests BA0000008 in 40/40 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
LG15-TB0D,Pfister Tisbury Single Function Raincan Showerhead - Polished Nickel,Pfister Tisbury Single Function Raincan Showerhead - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LG31-TDD,Pfister Port Haven 2 Handle Kitchen Faucet With Side Spray - Polished Nickel,Pfister Port Haven 2 Handle Kitchen Faucet With Side Spray - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000676 The Lovell Company,BA0000676,The Lovell Company,HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected first active VendorID BA0000676.,,FOUND,READY
LG42-HLSB,Hillstone Single Control Bathroom Faucet - Matte Black,Hillstone Single Control Bathroom Faucet - Matte Black,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,BA0015641,Pfister,HIGH,prefix LG42 maps to BA0015641 in 11/11 existing vendor-populated StockItems.,,FOUND,READY
LG42-HT0SDB,Holliston Single Control Bathroom Faucet - Spot Defense Matte Black,Holliston Single Control Bathroom Faucet - Spot Defense Matte Black,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,BA0015641,Pfister,HIGH,prefix LG42 maps to BA0015641 in 11/11 existing vendor-populated StockItems.,,FOUND,READY
LG42-HV0D,Pfister Havenridge Single Control Bathroom Faucet - Polished Nickel,Pfister Havenridge Single Control Bathroom Faucet - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,BA0015641,Pfister,HIGH,prefix LG42 maps to BA0015641 in 11/11 existing vendor-populated StockItems.,,FOUND,READY
LG49-TB0TLD,"Pfister Tisbury 2 Handle 8"" Widespread Bathroom Faucet With Lever Handles - Polished Nickel","Pfister Tisbury 2 Handle 8"" Widespread Bathroom Faucet With Lever Handles - Polished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LG49-WN2D,"Pfister Winter Park 2 Handle 8"" Widespread Bathroom Faucet With Cross Handle - Polished Nickel","Pfister Winter Park 2 Handle 8"" Widespread Bathroom Faucet With Cross Handle - Polished Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000676 The Lovell Company,BA0000676,The Lovell Company,HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected first active VendorID BA0000676.,,FOUND,READY
LG6-3TBD,Pfister Tisbury Wall Mount Tub Filler - Polished Nickel,Pfister Tisbury Wall Mount Tub Filler - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000676 The Lovell Company,BA0000676,The Lovell Company,HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected first active VendorID BA0000676.,,FOUND,READY
LG89-8HVD,Pfister Havenridge 1 Handle Tub & Shower Trim Kit - Polished Nickel,Pfister Havenridge 1 Handle Tub & Shower Trim Kit - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LND52ASS,"5"" X 5"" Lnd 5 Slotted Pattern Complete Kit With Abs Drain Body, 2"" Outlet - Satin Stainless","5"" X 5"" Lnd 5 Slotted Pattern Complete Kit With Abs Drain Body, 2"" Outlet - Satin Stainless",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE HARDWARE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
LT1575G#01,20” Rectangular Undermount Bathroom Sink With Cefiontect - Cotton White,20” Rectangular Undermount Bathroom Sink With Cefiontect - Cotton White,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
MA110-2CD,"Waterstone Macari Pull Down Faucet, Lever Spray - Chardonnay","Waterstone Macari Pull Down Faucet, Lever Spray - Chardonnay",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000759 Waterstone, LLC",BA0000759,"Waterstone, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000759.,,FOUND,READY
MAG11023-MBK,"Maris Undermount 25"" X 18.94"" Fragranite Single Bowl Kitchen Sink - Matte Black","Maris Undermount 25"" X 18.94"" Fragranite Single Bowl Kitchen Sink - Matte Black",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000722,"Franke Kitchen Systems, LLC",HIGH,prefix MAG110 maps to BA0000722 in 21/22 existing vendor-populated StockItems.,,FOUND,READY
MAG11029-MBK,"Maris Undermount 31"" X 17.81"" Fragranite Single Bowl Kitchen Sink - Matte Black","Maris Undermount 31"" X 17.81"" Fragranite Single Bowl Kitchen Sink - Matte Black",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000722,"Franke Kitchen Systems, LLC",HIGH,prefix MAG110 maps to BA0000722 in 21/22 existing vendor-populated StockItems.,,FOUND,READY
MAG61023L-CHA,"Maris Dual Mount 25"" X 22"" Fragranite Dual Mount Single Bowl Laundry Sink - Champagne","Maris Dual Mount 25"" X 22"" Fragranite Dual Mount Single Bowl Laundry Sink - Champagne",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
